"Company";"TypeName";"Touchscreen";"IPS";"CPU";"Ram";"Gpu";"OpySys";"Weight";"Price";"PPI";"HDDStorage";"SSDStorage";"FlashMemory";"HybridStorage"
"Lenovo";"Notebook";0;0;"AMD Processor";"8";"AMD";"Windows";"2.8";27652.32;106.1131;1000;0;0;0
"Dell";"Notebook";0;0;"Intel Core i5";"4";"AMD";"Windows";"2.2";39906.72;141.212;0;256;0;0
"Lenovo";"Ultrabook";0;1;"Intel Core i5";"8";"Intel";"Windows";"1.36";76137.12;176.2326;0;256;0;0
"Lenovo";"Notebook";0;0;"Other Intel Processor";"4";"Intel";"Windows";"2.2";18594.72;141.212;0;128;0;0
"HP";"Gaming";0;1;"Intel Core i7";"8";"Nvidia";"Windows";"2.2";58554.72;141.212;1000;1000;0;0
"Dell";"Notebook";0;0;"Intel Core i5";"8";"Nvidia";"Windows";"1.64";62817.12;157.3505;0;256;0;0
"Acer";"Notebook";0;0;"Intel Core i5";"4";"Intel";"Others/No OS/Linux";"2.4";23539.104;100.4547;500;0;0;0
"Dell";"Workstation";0;0;"Other Intel Processor";"8";"Nvidia";"Windows";"2.23";106187.04;141.212;1000;0;1000;0
"MSI";"Gaming";0;0;"Intel Core i5";"8";"Nvidia";"Windows";"2.2";54757.9872;141.212;0;256;0;0
"Microsoft";"Ultrabook";1;0;"Intel Core i7";"16";"Intel";"Windows";"1.25";137941.92;200.8426;0;512;0;0
"HP";"Notebook";0;0;"Intel Core i5";"8";"Intel";"Windows";"1.91";31381.92;100.4547;0;128;0;0
"Dell";"Workstation";0;1;"Intel Core i7";"16";"Nvidia";"Windows";"2.17";105228.0;141.212;0;256;0;0
"HP";"Workstation";0;1;"Intel Core i7";"8";"Intel";"Windows";"2.31";81731.52;141.212;0;512;0;0
"Lenovo";"Notebook";0;0;"Intel Core i5";"8";"Intel";"Windows";"1.65";71661.6;157.3505;0;256;0;0
"Dell";"Notebook";0;0;"Intel Core i7";"8";"AMD";"Windows";"2.36";52161.12;141.212;1000;1000;0;0
"Dell";"2 in 1 Convertible";1;0;"Other Intel Processor";"4";"Intel";"Windows";"1.47";25521.12;135.0942;500;0;0;0
"Dell";"Notebook";0;1;"Intel Core i7";"8";"Nvidia";"Windows";"4.42";109010.88;127.3357;1000;0;0;0
"Microsoft";"Ultrabook";1;0;"Other Intel Processor";"4";"Intel";"Windows";"1.252";52693.92;200.8426;0;128;0;0
"Microsoft";"Ultrabook";1;0;"Intel Core i7";"8";"Intel";"Windows";"1.25";95850.72;200.8426;0;256;0;0
"HP";"Notebook";0;0;"Intel Core i3";"8";"Intel";"Windows";"2.5";34093.872;106.1131;0;256;0;0
"Acer";"Notebook";0;0;"Intel Core i3";"4";"Nvidia";"Windows";"2.23";28984.32;141.212;1000;0;0;0
"Acer";"Netbook";0;0;"Other Intel Processor";"4";"Intel";"Windows";"1.4";23176.8;135.0942;0;128;0;0
"Asus";"Notebook";0;0;"Intel Core i5";"8";"Intel";"Windows";"2.37";39906.72;141.212;1000;0;0;0
"Lenovo";"Notebook";0;1;"Intel Core i7";"8";"AMD";"Others/No OS/Linux";"1.5";42570.72;157.3505;0;512;0;0
"Lenovo";"Notebook";0;0;"Intel Core i7";"8";"Nvidia";"Windows";"2.67";111355.2;141.212;0;256;0;0
"Asus";"Notebook";0;0;"Other Intel Processor";"4";"Intel";"Windows";"2";16197.12;100.4547;500;0;0;0
"Acer";"Notebook";0;0;"Intel Core i3";"4";"Nvidia";"Windows";"2.2";24988.32;100.4547;500;0;0;0
"Dell";"Notebook";0;0;"Intel Core i5";"8";"AMD";"Windows";"2.02";40439.52;141.212;2000;0;0;0
"HP";"Gaming";0;1;"Intel Core i7";"12";"Nvidia";"Windows";"3.78";90522.72;127.3357;1000;0;0;0
"Lenovo";"Ultrabook";0;1;"Intel Core i7";"12";"Intel";"Windows";"1.4";98994.24;209.8007;0;256;0;0
"HP";"2 in 1 Convertible";1;1;"Intel Core i7";"8";"Intel";"Windows";"1.29";106506.72;162.4063;0;512;0;0
"HP";"Notebook";0;0;"Intel Core i5";"8";"AMD";"Windows";"1.9";61485.12;141.212;500;0;0;0
"Google";"Ultrabook";1;0;"Intel Core i5";"8";"Intel";"Others/No OS/Linux";"1.1";67932.0;234.5074;0;128;0;0
"Dell";"Ultrabook";1;0;"Intel Core i5";"8";"Intel";"Windows";"1.42";98133.768;165.6321;0;256;0;0
"Asus";"Notebook";0;1;"Intel Core i7";"12";"Intel";"Windows";"2.06";69210.72;138.4618;1000;1000;0;0
"Dell";"Notebook";0;0;"Intel Core i3";"8";"Intel";"Windows";"1.79";39427.2;111.9352;0;128;0;0
"Dell";"Workstation";0;0;"Intel Core i7";"8";"Nvidia";"Windows";"1.78";128298.24;141.212;0;256;0;0
"Lenovo";"Notebook";0;0;"Intel Core i5";"8";"Intel";"Windows";"1.7";72673.92;157.3505;0;180;0;0
"Dell";"Notebook";0;0;"Intel Core i5";"8";"AMD";"Windows";"2.2";35964.0;141.212;1000;0;0;0
"Toshiba";"Notebook";0;1;"Intel Core i5";"8";"Intel";"Windows";"1.05";89084.16;165.6321;0;256;0;0
"Dell";"Notebook";0;1;"Intel Core i7";"8";"Nvidia";"Windows";"2.16";67239.36;141.212;0;512;0;0
"Dell";"Notebook";0;0;"Intel Core i3";"4";"Intel";"Windows";"2.18";31254.048;100.4547;1000;0;0;0
"HP";"Notebook";0;1;"Intel Core i5";"4";"Intel";"Windows";"1.49";38681.28;165.6321;0;128;0;0
"Chuwi";"Notebook";0;0;"Other Intel Processor";"4";"Intel";"Windows";"1.89";13261.392;141.212;0;0;64;0
"Lenovo";"Notebook";0;0;"Intel Core i3";"4";"Intel";"Windows";"2.3";30103.2;100.4547;0;128;0;0
"Lenovo";"Notebook";0;1;"Intel Core i5";"8";"Intel";"Windows";"1.75";55890.72;157.3505;0;256;0;0
"Dell";"Workstation";0;1;"Intel Core i7";"16";"Nvidia";"Windows";"2.17";124568.64;141.212;0;512;0;0
"Dell";"Notebook";0;0;"Intel Core i7";"16";"Nvidia";"Windows";"2.06";101178.72;141.212;0;512;0;0
"Lenovo";"Ultrabook";0;1;"Intel Core i7";"16";"Intel";"Windows";"1.36";95797.44;176.2326;0;512;0;0
"Asus";"Ultrabook";0;0;"Intel Core i7";"16";"Intel";"Windows";"0.91";103896.0;176.2326;0;512;0;0
"Lenovo";"Notebook";0;1;"Intel Core i5";"8";"Nvidia";"Windows";"2.3";53918.8272;141.212;0;256;0;0
"Toshiba";"Ultrabook";1;0;"Intel Core i7";"32";"Intel";"Windows";"1.05";149130.72;165.6321;0;512;0;0
"Asus";"Gaming";0;0;"Intel Core i7";"8";"Nvidia";"Windows";"1.99";71928.0;141.212;1000;1000;0;0
"Acer";"Notebook";0;0;"AMD Processor";"8";"AMD";"Windows";"2.2";30849.12;100.4547;1000;0;0;0
"Asus";"Gaming";1;1;"Intel Core i7";"24";"Nvidia";"Windows";"4.33";67612.32;127.3357;1000;1000;0;0
"Lenovo";"Ultrabook";0;1;"Intel Core i5";"8";"Intel";"Windows";"1.3";58554.72;125.3674;0;180;0;0
"Lenovo";"Notebook";0;0;"Intel Core i7";"8";"Intel";"Windows";"2.17";47893.392;141.212;0;256;0;0
"HP";"Notebook";0;0;"Intel Core i7";"8";"Intel";"Windows";"1.48";93186.72;157.3505;0;1000;0;0
"Lenovo";"Notebook";0;1;"Intel Core i3";"8";"Intel";"Windows";"1.4";50562.72;165.6321;0;256;0;0
"Lenovo";"Notebook";0;1;"Intel Core i5";"8";"Intel";"Windows";"2.3";48538.08;141.212;0;256;0;0
"Asus";"Netbook";0;0;"Other Intel Processor";"4";"Intel";"Windows";"1.2";18115.2;135.0942;0;0;64;0
"HP";"Notebook";0;0;"Intel Core i5";"8";"AMD";"Windows";"1.91";32979.7872;100.4547;0;256;0;0
"Lenovo";"2 in 1 Convertible";1;1;"Intel Core i5";"8";"Intel";"Windows";"1.4";85194.72;158.4825;0;256;0;0
"Lenovo";"Notebook";0;0;"Other Intel Processor";"4";"Intel";"Windows";"2.1";15930.72;111.9352;500;0;0;0
"Lenovo";"Netbook";0;0;"Other Intel Processor";"4";"Intel";"Others/No OS/Linux";"1.25";14119.2;135.0942;0;16;0;0
"Lenovo";"Notebook";0;0;"Intel Core i5";"8";"Intel";"Windows";"1.44";50562.72;165.6321;0;256;0;0
"Asus";"Notebook";0;0;"Intel Core i7";"8";"Intel";"Windows";"2";65214.72;141.212;1000;1000;0;0
"Acer";"Notebook";0;1;"Intel Core i5";"4";"Nvidia";"Windows";"2.2";32660.64;141.212;1000;0;0;0
"HP";"Ultrabook";0;1;"Intel Core i7";"8";"Intel";"Windows";"1.34";70489.44;165.6321;0;512;0;0
"Lenovo";"Gaming";0;1;"Intel Core i7";"8";"Nvidia";"Others/No OS/Linux";"2.4";61218.72;141.212;1000;1000;0;0
"Dell";"Ultrabook";1;1;"Intel Core i5";"8";"Intel";"Windows";"1.29";47898.72;165.6321;0;128;0;0
"Acer";"Notebook";0;0;"Intel Core i7";"4";"Nvidia";"Windows";"2.2";34045.92;141.212;500;0;0;0
"Dell";"Notebook";0;0;"Intel Core i5";"8";"Intel";"Windows";"2.18";44542.08;141.212;1000;0;0;0
"Dell";"Notebook";0;0;"Intel Core i7";"16";"AMD";"Windows";"2.2";64961.1072;141.212;2000;2000;0;0
"Xiaomi";"Notebook";0;1;"Intel Core i7";"16";"Nvidia";"Others/No OS/Linux";"1.95";74589.336;141.212;0;256;0;0
"Asus";"Netbook";0;0;"Other Intel Processor";"2";"Intel";"Windows";"1.1";13053.6;135.0942;0;0;32;0
"HP";"Notebook";1;0;"Intel Core i5";"4";"Intel";"Windows";"2.04";27783.9216;100.4547;1000;0;0;0
"Asus";"Gaming";0;0;"Intel Core i7";"24";"Nvidia";"Windows";"2.24";158135.04;141.212;0;512;0;0
"HP";"Notebook";0;0;"Intel Core i5";"8";"Nvidia";"Windows";"2.04";47365.92;141.212;0;256;0;0
"Asus";"Gaming";0;0;"Intel Core i7";"16";"Nvidia";"Windows";"3";80133.12;127.3357;1000;1000;0;0
"Lenovo";"Gaming";0;1;"Intel Core i7";"8";"Nvidia";"Windows";"3.2";74538.72;141.212;1000;1000;0;0
"HP";"Ultrabook";0;1;"Intel Core i7";"8";"Intel";"Windows";"1.32";74538.72;165.6321;0;256;0;0
"Dell";"Notebook";0;0;"Intel Core i5";"8";"Intel";"Windows";"1.64";68184.0144;157.3505;0;256;0;0
"HP";"Notebook";0;0;"Intel Core i3";"4";"Intel";"Windows";"1.63";36709.92;100.4547;0;128;0;0
"Dell";"Notebook";0;1;"Intel Core i5";"8";"AMD";"Others/No OS/Linux";"2.8";47365.92;127.3357;1000;1000;0;0
"Lenovo";"Notebook";0;0;"Intel Core i5";"8";"Intel";"Windows";"2.02";71395.2;157.3505;0;256;0;0
"Lenovo";"Notebook";0;0;"Intel Core i7";"4";"Nvidia";"Windows";"2.2";42570.72;141.212;1000;0;0;0
"Lenovo";"Notebook";0;0;"Intel Core i3";"8";"Nvidia";"Others/No OS/Linux";"2.2";24455.52;100.4547;2000;0;0;0
"Dell";"Notebook";0;0;"Intel Core i5";"4";"AMD";"Windows";"2.3";31168.8;141.212;500;0;0;0
"Dell";"Notebook";0;0;"Intel Core i5";"8";"Intel";"Windows";"1.9";73366.56;141.212;0;256;0;0
"Dell";"Gaming";0;1;"Intel Core i7";"16";"Nvidia";"Windows";"4.42";160520.3856;127.3357;1000;1000;0;0
"Toshiba";"Notebook";0;1;"Intel Core i5";"8";"Intel";"Windows";"2.0";45820.8;141.212;500;0;0;0
"Asus";"Notebook";0;1;"Intel Core i7";"8";"Nvidia";"Windows";"2";69210.72;138.4618;1000;1000;0;0
"Mediacom";"Notebook";0;1;"Other Intel Processor";"4";"Intel";"Windows";"1.2";19660.32;165.6321;0;32;0;0
"Asus";"Gaming";0;1;"Intel Core i5";"8";"Nvidia";"Windows";"2.3";87858.72;141.212;1000;1000;0;0
"Dell";"Notebook";0;0;"Intel Core i7";"8";"Nvidia";"Windows";"1.93";72940.32;141.212;0;256;0;0
"Dell";"Notebook";0;0;"Intel Core i5";"8";"AMD";"Windows";"2.2";42486.0048;141.212;0;256;0;0
"HP";"Notebook";0;0;"Other Intel Processor";"4";"Intel";"Windows";"1.86";21258.1872;141.212;0;256;0;0
"HP";"Gaming";0;0;"Intel Core i7";"12";"Nvidia";"Windows";"2.62";95850.72;127.3357;1000;0;0;0
"Lenovo";"Notebook";0;1;"Intel Core i7";"8";"Nvidia";"Windows";"1.87";45767.52;157.3505;0;256;0;0
"Dell";"Ultrabook";1;0;"Intel Core i7";"8";"Intel";"Windows";"1.2";74538.72;276.0535;0;256;0;0
"Dell";"Notebook";0;0;"Intel Core i3";"4";"Intel";"Windows";"1.6";39207.1536;157.3505;0;128;0;0
"HP";"Ultrabook";0;1;"Intel Core i7";"8";"Intel";"Windows";"1.34";61005.6;276.0535;0;256;0;0
"Acer";"Gaming";0;0;"Intel Core i5";"8";"Nvidia";"Others/No OS/Linux";"2.4";42517.44;141.212;1000;0;0;0
"Asus";"Notebook";0;0;"AMD Processor";"4";"AMD";"Windows";"2";18594.72;100.4547;500;0;0;0
"HP";"Notebook";0;0;"Intel Core i3";"4";"Intel";"Windows";"2.1";37589.04;141.212;0;128;0;0
"Lenovo";"Notebook";0;0;"Intel Core i5";"4";"Intel";"Windows";"1.87";41824.8;157.3505;500;0;0;0
"Lenovo";"Notebook";0;0;"Intel Core i5";"4";"Intel";"Others/No OS/Linux";"2.15";24634.008;141.212;1000;0;0;0
"HP";"Notebook";0;0;"Intel Core i3";"4";"Intel";"Windows";"1.86";21152.16;141.212;500;0;0;0
"Lenovo";"Notebook";0;1;"Intel Core i7";"8";"Intel";"Windows";"1.99";92121.12;141.212;0;512;0;0
"Lenovo";"Notebook";0;0;"Intel Core i3";"4";"Intel";"Windows";"2.2";26586.72;141.212;0;128;0;0
"Dell";"Notebook";0;0;"Intel Core i5";"8";"Intel";"Windows";"1.9";59513.2272;141.212;0;256;0;0
"Dell";"Gaming";0;1;"Intel Core i7";"16";"Nvidia";"Windows";"4.42";143802.72;127.3357;1000;1000;0;0
"HP";"Notebook";0;0;"Intel Core i3";"8";"Intel";"Windows";"2.65";28992.312;106.1131;1000;0;0;0
"HP";"Notebook";0;0;"Intel Core i7";"8";"Nvidia";"Windows";"2.63";68198.4;127.3357;1000;0;0;0
"Asus";"Notebook";0;0;"Other Intel Processor";"4";"Intel";"Others/No OS/Linux";"2";11934.72;100.4547;500;0;0;0
"Mediacom";"Notebook";0;1;"Other Intel Processor";"4";"Intel";"Windows";"1.35";13586.4;165.6321;0;0;32;0
"Lenovo";"Notebook";0;0;"Intel Core i7";"6";"Nvidia";"Windows";"2.8";50562.72;106.1131;1000;1000;0;0
"HP";"Notebook";0;1;"AMD Processor";"6";"AMD";"Windows";"1.91";30310.992;141.212;0;128;0;0
"Dell";"Notebook";0;0;"Intel Core i3";"4";"AMD";"Windows";"2.18";32921.712;100.4547;1000;0;0;0
"Acer";"2 in 1 Convertible";1;1;"Other Intel Processor";"4";"Intel";"Windows";"1.25";18594.72;189.9058;0;0;32;0
"Lenovo";"Notebook";0;0;"Intel Core i3";"4";"Intel";"Windows";"2.05";33566.4;141.212;0;128;0;0
"HP";"Ultrabook";1;1;"Other Intel Processor";"16";"Intel";"Windows";"1.16";104695.2;276.0535;0;512;0;0
"Lenovo";"Notebook";0;1;"Intel Core i7";"8";"Nvidia";"Windows";"3.4";159786.72;127.3357;0;256;0;0
"Asus";"Notebook";0;0;"Intel Core i5";"8";"Nvidia";"Windows";"2.5";44701.92;141.212;1000;1000;0;0
"Dell";"Ultrabook";1;1;"Intel Core i5";"8";"Intel";"Windows";"1.21";85194.72;162.4063;0;128;0;0
"Dell";"Notebook";0;0;"Intel Core i5";"4";"Intel";"Windows";"1.93";51095.52;100.4547;500;0;0;0
"Fujitsu";"Notebook";0;0;"Intel Core i5";"8";"Intel";"Windows";"2.2";39373.92;100.4547;1000;0;0;0
"Lenovo";"Notebook";0;0;"Other Intel Processor";"4";"Intel";"Windows";"2.2";18328.32;141.212;500;0;0;0
"Lenovo";"Notebook";0;0;"Intel Core i5";"4";"Intel";"Windows";"2.02";52747.2;111.9352;500;0;0;0
"HP";"Workstation";0;0;"Intel Core i5";"8";"Nvidia";"Windows";"3.14";99153.5472;106.1131;500;0;0;0
"HP";"Notebook";0;0;"Other Intel Processor";"8";"Intel";"Windows";"1.94";20725.92;111.9352;2000;0;0;0
"HP";"Notebook";0;1;"AMD Processor";"6";"AMD";"Windows";"1.95";34578.72;141.212;0;256;0;0
"Lenovo";"Notebook";0;0;"Intel Core i5";"8";"Intel";"Windows";"2.3";44222.4;141.212;0;256;0;0
"Lenovo";"Notebook";0;0;"Intel Core i5";"4";"Intel";"Windows";"2.05";36496.8;141.212;500;0;0;0
"Mediacom";"Notebook";0;0;"Other Intel Processor";"4";"Intel";"Windows";"1.4";13266.72;157.3505;0;32;0;0
"Toshiba";"Ultrabook";1;0;"Intel Core i7";"16";"Intel";"Windows";"1.24";99367.2;157.3505;0;512;0;0
"Lenovo";"Gaming";0;1;"Intel Core i7";"32";"Nvidia";"Windows";"4.6";141884.64;127.3357;1000;1000;0;0
"MSI";"Gaming";0;0;"Intel Core i7";"16";"Nvidia";"Windows";"4.14";145401.12;127.3357;1000;1000;0;0
"Dell";"Notebook";0;0;"Intel Core i7";"8";"AMD";"Others/No OS/Linux";"2.2";39907.2528;141.212;0;256;0;0
"Mediacom";"Notebook";0;1;"Other Intel Processor";"4";"Intel";"Windows";"1.45";20725.92;157.3505;0;32;0;0
"Dell";"Notebook";0;0;"Intel Core i5";"8";"Intel";"Windows";"1.9";53733.9456;100.4547;500;0;0;0
"HP";"Notebook";0;0;"Intel Core i3";"4";"Intel";"Windows";"1.49";38308.32;165.6321;0;128;0;0
"Dell";"Notebook";0;0;"Intel Core i7";"16";"Nvidia";"Windows";"1.93";81912.1392;141.212;0;256;0;0
"Dell";"Netbook";0;0;"Other Intel Processor";"4";"Intel";"Others/No OS/Linux";"1.26";15717.6;135.0942;0;0;16;0
"MSI";"Gaming";0;0;"Intel Core i7";"16";"Nvidia";"Windows";"4.5";125154.72;127.3357;1000;1000;0;0
"HP";"Gaming";0;1;"Intel Core i7";"16";"Nvidia";"Windows";"3.78";79813.44;127.3357;1000;1000;0;0
"Lenovo";"Ultrabook";0;1;"Intel Core i7";"12";"Intel";"Windows";"1.4";89137.44;157.3505;0;256;0;0
"Lenovo";"Notebook";1;0;"Intel Core i7";"12";"Intel";"Windows";"2.2";32447.52;100.4547;1000;0;0;0
"Asus";"Gaming";0;1;"Intel Core i5";"8";"Nvidia";"Windows";"2.73";94305.6;127.3357;1000;1000;0;0
"Asus";"2 in 1 Convertible";1;0;"Intel Core i5";"8";"Intel";"Windows";"2.2";39373.92;100.4547;1000;0;0;0
"Lenovo";"Notebook";0;0;"AMD Processor";"12";"AMD";"Windows";"2.2";50562.72;141.212;0;512;0;0
"Dell";"2 in 1 Convertible";1;0;"Other Intel Processor";"4";"Intel";"Windows";"1.39";32127.84;135.0942;0;128;0;0
"Samsung";"Notebook";0;0;"Intel Core i7";"16";"Nvidia";"Windows";"2.5";90522.72;141.212;1000;1000;0;0
"Lenovo";"Notebook";0;0;"Intel Core i3";"4";"Intel";"Others/No OS/Linux";"2.8";28185.12;127.3357;500;0;0;0
"Lenovo";"Notebook";0;0;"Intel Core i3";"8";"Intel";"Windows";"2.29";24455.52;100.4547;1000;0;0;0
"Lenovo";"2 in 1 Convertible";1;1;"Intel Core i7";"8";"Intel";"Windows";"1.37";107892.0;165.6321;0;512;0;0
"Lenovo";"Notebook";0;1;"Intel Core i5";"8";"Intel";"Windows";"1.7";78534.72;157.3505;0;256;0;0
"Dell";"2 in 1 Convertible";1;0;"Intel Core i5";"8";"Intel";"Windows";"1.34";88977.6;176.2326;0;256;0;0
"Dell";"Workstation";1;0;"Intel Core i7";"8";"Nvidia";"Windows";"2.06";93932.64;141.212;0;256;0;0
"HP";"Notebook";0;0;"Intel Core i7";"8";"Intel";"Windows";"1.84";64948.32;141.212;0;256;0;0
"HP";"Notebook";0;0;"Intel Core i3";"4";"Intel";"Windows";"2.1";35616.6144;100.4547;500;0;0;0
"Acer";"Notebook";0;0;"Other Intel Processor";"4";"Intel";"Windows";"1.6";17529.12;157.3505;0;0;32;0
"MSI";"Gaming";0;0;"Intel Core i7";"16";"Nvidia";"Windows";"4.14";117162.72;127.3357;1000;1000;0;0
"Dell";"Notebook";0;0;"Intel Core i3";"4";"AMD";"Others/No OS/Linux";"2.18";24775.2;100.4547;1000;0;0;0
"MSI";"Gaming";0;0;"Intel Core i7";"16";"Nvidia";"Windows";"1.8";122490.72;138.4618;2000;2000;0;0
"Toshiba";"Notebook";0;1;"Intel Core i7";"8";"Intel";"Windows";"2.2";74538.72;141.212;0;256;0;0
"Lenovo";"Notebook";0;0;"Intel Core i5";"6";"Intel";"Windows";"2.4";30049.92;141.212;1000;0;0;0
"Lenovo";"2 in 1 Convertible";1;1;"Intel Core i7";"8";"Intel";"Windows";"2";69210.72;141.212;0;256;0;0
"Acer";"Notebook";0;0;"Other Intel Processor";"4";"Intel";"Windows";"1.6";18594.72;111.9352;0;0;128;0
"Lenovo";"Notebook";0;1;"Other Intel Processor";"32";"Nvidia";"Windows";"2.5";261018.72;138.4618;0;1000;0;0
"Dell";"Gaming";0;0;"Intel Core i7";"16";"Nvidia";"Windows";"2.59";46833.6528;141.212;1000;0;0;0
"Dell";"Notebook";0;0;"Intel Core i3";"4";"Intel";"Others/No OS/Linux";"2.18";23650.992;100.4547;1000;0;0;0
"Dell";"Notebook";0;0;"Intel Core i3";"4";"Intel";"Others/No OS/Linux";"2.25";19127.52;100.4547;1000;0;0;0
"Dell";"Notebook";0;0;"Intel Core i5";"4";"Intel";"Others/No OS/Linux";"1.93";46300.32;100.4547;500;0;0;0
"Asus";"Gaming";0;0;"Intel Core i7";"8";"Nvidia";"Windows";"3";62231.04;127.3357;1000;1000;0;0
"Dell";"Notebook";0;0;"Intel Core i5";"4";"AMD";"Others/No OS/Linux";"2.18";30316.32;141.212;0;128;0;0
"HP";"Ultrabook";0;0;"Intel Core i7";"8";"Intel";"Windows";"1.84";74005.92;141.212;0;512;0;0
"MSI";"Gaming";0;0;"Intel Core i7";"16";"Nvidia";"Windows";"2.94";120831.5808;141.212;1000;1000;0;0
"Acer";"2 in 1 Convertible";1;1;"Other Intel Processor";"4";"Intel";"Others/No OS/Linux";"1.25";20193.12;135.0942;0;0;32;0
"HP";"Notebook";0;0;"Intel Core i5";"8";"Intel";"Windows";"2.31";59886.72;111.9352;0;256;0;0
"Lenovo";"Notebook";0;0;"Intel Core i5";"8";"Intel";"Windows";"1.65";78055.2;157.3505;0;256;0;0
"Dell";"Notebook";0;0;"Intel Core i5";"4";"AMD";"Windows";"2.2";41345.28;141.212;1000;0;0;0
"Fujitsu";"Notebook";0;0;"Intel Core i5";"8";"Intel";"Windows";"2.2";42570.72;100.4547;0;256;0;0
"HP";"Notebook";0;0;"Intel Core i5";"4";"Intel";"Windows";"1.88";49656.96;100.4547;500;0;0;0
"Lenovo";"Notebook";0;0;"Intel Core i7";"8";"Nvidia";"Windows";"2.2";47898.72;141.212;1000;0;0;0
"Mediacom";"Notebook";0;0;"Other Intel Processor";"2";"Intel";"Windows";"1.4";12733.92;157.3505;0;0;32;0
"Lenovo";"Notebook";0;0;"Intel Core i5";"4";"Intel";"Others/No OS/Linux";"2.2";24935.04;141.212;0;128;0;0
"Asus";"2 in 1 Convertible";1;0;"Intel Core i5";"6";"Intel";"Windows";"1.5";34046.4528;165.6321;1000;0;0;0
"Dell";"Notebook";0;0;"Intel Core i7";"8";"Nvidia";"Windows";"2";96969.6;141.212;0;256;0;0
"Asus";"Ultrabook";0;0;"Intel Core i7";"16";"Intel";"Windows";"1.1";101232.0;157.3505;0;512;0;0
"Dell";"Gaming";0;0;"Intel Core i7";"16";"Nvidia";"Windows";"2.62";78801.12;141.212;1000;1000;0;0
"Lenovo";"Notebook";0;0;"Intel Core i5";"4";"Intel";"Windows";"1.8";44169.12;141.212;0;256;0;0
"Lenovo";"Notebook";0;0;"Intel Core i3";"4";"Nvidia";"Windows";"2.2";30849.12;141.212;1000;0;0;0
"Asus";"Notebook";0;0;"Other Intel Processor";"8";"Intel";"Windows";"2";21258.72;100.4547;1000;0;0;0
"Asus";"Notebook";0;0;"Intel Core i5";"8";"Nvidia";"Windows";"1.99";48304.7136;141.212;1000;0;0;0
"Dell";"Ultrabook";1;0;"Intel Core i5";"8";"Intel";"Windows";"1.23";99580.32;276.0535;0;256;0;0
"Lenovo";"Notebook";0;0;"Other Intel Processor";"2";"Intel";"Windows";"1.42";13266.72;111.9352;0;0;32;0
"Lenovo";"2 in 1 Convertible";1;1;"Intel Core i7";"8";"Intel";"Windows";"1.37";93635.3376;165.6321;0;256;0;0
"Dell";"Notebook";1;0;"Intel Core i7";"16";"Nvidia";"Windows";"2.06";127818.72;138.4618;0;1000;0;0
"Lenovo";"Gaming";0;1;"Intel Core i7";"8";"Nvidia";"Windows";"2.5";59087.52;141.212;1000;1000;0;0
"HP";"Notebook";0;0;"AMD Processor";"8";"AMD";"Windows";"2.6";27753.552;107.9856;1000;0;0;0
"Lenovo";"Ultrabook";0;1;"Intel Core i7";"16";"Intel";"Windows";"1.14";130536.0;157.3505;0;512;0;0
"Asus";"Gaming";0;1;"Intel Core i7";"8";"Nvidia";"Others/No OS/Linux";"2.5";62284.32;141.212;1000;0;0;0
"Acer";"Notebook";0;0;"Intel Core i3";"4";"Intel";"Windows";"2.4";23976.0;100.4547;500;0;0;0
"Lenovo";"Notebook";0;0;"Other Intel Processor";"4";"Intel";"Windows";"1.43";14598.72;111.9352;0;0;32;0
"Acer";"Ultrabook";0;1;"Intel Core i5";"8";"Intel";"Windows";"1.8";48964.32;157.3505;0;256;0;0
"Razer";"Gaming";0;0;"Intel Core i7";"16";"Nvidia";"Windows";"1.95";138474.72;157.3505;0;256;0;0
"Toshiba";"Notebook";0;0;"Intel Core i5";"8";"Intel";"Windows";"1.2";64628.64;165.6321;0;256;0;0
"Lenovo";"Ultrabook";0;1;"Intel Core i7";"8";"Intel";"Windows";"1.36";84395.52;176.2326;0;256;0;0
"Asus";"Gaming";0;1;"Intel Core i7";"32";"Nvidia";"Windows";"3.8";149130.72;127.3357;0;512;0;0
"Acer";"Gaming";0;0;"Intel Core i5";"8";"Nvidia";"Others/No OS/Linux";"2.4";37775.52;141.212;1000;0;0;0
"Dell";"Ultrabook";0;0;"Intel Core i5";"8";"Intel";"Windows";"1.2";77250.672;165.6321;0;256;0;0
"MSI";"Gaming";0;0;"Intel Core i7";"8";"Nvidia";"Windows";"2.2";63499.104;141.212;1000;1000;0;0
"HP";"Notebook";0;0;"Intel Core i3";"4";"Intel";"Others/No OS/Linux";"1.86";19441.872;100.4547;500;0;0;0
"Toshiba";"Notebook";0;1;"Intel Core i5";"8";"Intel";"Windows";"2.0";56689.92;141.212;500;0;0;0
"Dell";"Notebook";0;0;"Intel Core i7";"8";"AMD";"Windows";"2.2";48964.32;141.212;0;256;0;0
"Dell";"Notebook";0;0;"Intel Core i7";"16";"AMD";"Windows";"2.2";60472.8;141.212;2000;2000;0;0
"Lenovo";"Gaming";0;1;"Intel Core i7";"8";"Nvidia";"Windows";"3.31";63722.88;141.212;1000;1000;0;0
"Dell";"Gaming";0;1;"Intel Core i7";"32";"Nvidia";"Windows";"4.42";167691.8736;124.8557;1000;1000;0;0
"Dell";"Notebook";0;0;"Intel Core i5";"8";"Intel";"Windows";"1.56";65481.12;157.3505;0;256;0;0
